EST_LEV,SIC,OCC_CODE,COW,EMP,REP_UNT,REL_ER,DIST,OCC_TIT,YEAR
4,2010,60000,3,13540,9999999,99999.00,3.24,SERVICE OCCUPATIONS,1989
4,2010,61000,3,1300,199,2.37,0.31,"FIRST LINE SUPERVISORS & MANAGER/SUPERVISORS, SERVICE",1989
4,2010,63047,3,1730,212,2.29,0.41,GUARDS & WATCH GUARDS,1989
4,2010,65000,3,1080,58,0.49,0.26,"FOOD, BEVERAGE PREPARATION & SERVICE WORKERS",1989
4,2010,67000,3,8810,9999999,99999.00,2.12,CLEANING & BUILDING SERVICE,1989
4,2010,67005,3,8170,581,1.94,1.97,JANITORS & CLEANERS,1989
4,2010,67099,3,640,9999999,99999.00,0.15,OTHER CLEANING & BUILDING SERVICE WORKERS,1989
4,2010,69999,3,620,9999999,99999.00,0.14,ALL OTHER SERVICE WORKERS,1989
4,2010,70000,3,5370,9999999,99999.00,1.26,"AGRICULTURAL, FORESTRY, FISHING & RELATED",1989
4,2010,72002,3,910,56,2.67,0.21,"FIRST LINE SUPERVISORS, AGRICULTURAL/FORESTRY/FISHING",1989
4,2010,79011,3,1200,80,6.27,0.28,"GRADERS & SORTERS, AGRICULTURAL PRODUCTS",1989
4,2010,79021,3,80,10,3.76,0.01,FARM EQUIPMENT OPERATORS,1989
4,2010,79999,3,3180,9999999,99999.00,0.76,"ALL OTHER AGRICULTURAL, FORESTRY & FISHING WORKERS",1989
4,2010,80000,3,342050,9999999,99999.00,82.26,PRODUCT/CONSTRUCT/OPERATE MAINTENANCE/MATERIAL HANDLING,1989
4,2010,81000,3,13830,9999999,99999.00,3.31,FIRST LINE SUPERVISORS-PRODUCT/CONSTRUCT/MAINTENANCE RELATED,1989
4,2010,81002,3,1240,267,0.77,0.29,"FIRST LINE SUPERVISORS, MECHANICS/INSTALLERS/REPAIRERS",1989
4,2010,81008,3,10300,615,1.08,2.48,"FIRST LINE SUPERVISORS, PRODUCTION & OPERATING",1989
4,2010,81011,3,630,178,2.75,0.15,"FIRST LINE SUPERVISORS, TRANSPORT/MOVING MACHINES",1989
4,2010,81017,3,990,116,3.01,0.23,"FIRST LINE SUPERVISORS, HELPERS/LABORERS/MOVERS-HAND",1989
4,2010,81099,3,670,9999999,99999.00,0.16,"OTHER FIRST LINE SUPERVISORS, PRODUCT/CONSTRUCT/MAINTAIN",1989
4,2010,83002,3,280,31,1.53,0.06,"PRECISION INSPECTORS, TESTERS & GRADERS",1989
4,2010,83005,3,7070,333,0.94,1.70,"PRODUCTION INSPECTORS, TEST/GRADE/SORT/SAMPLE/WEIGH",1989
4,2010,85000,3,16360,9999999,99999.00,3.89,"MECHANICS, INSTALLERS & REPAIRERS",1989
4,2010,85110,3,6770,387,1.77,1.63,MACHINERY MAINTENANCE MECHANICS,1989
4,2010,85123,3,240,24,0.00,0.05,MILLWRIGHTS,1989
4,2010,85128,3,860,91,1.81,0.20,MACHINERY MAINTENANCE WORKERS,1989
4,2010,85132,3,6340,444,1.18,1.53,"MAINTENANCE REPAIRERS, GENERAL UTILITY",1989
4,2010,85302,3,280,61,5.70,0.06,AUTOMOTIVE MECHANICS,1989
4,2010,85311,3,700,122,2.37,0.16,BUS & TRUCK MECHANICS & DIESEL ENGINE SPECIALISTS,1989
4,2010,85321,3,50,9,0.00,0.01,FARM EQUIPMENT MECHANICS,1989
4,2010,85902,3,650,137,1.23,0.15,HEATING/AIR CONDITIONING/REFRIGERATION MECHANICS,1989
4,2010,85905,3,100,26,0.00,0.02,PRECISION INSTRUMENT REPAIRERS,1989
4,2010,85999,3,370,9999999,99999.00,0.08,"OTHER MECHANICS, INSTALLERS & REPAIRERS",1989
4,2010,87000,3,1180,9999999,99999.00,0.26,"CONSTRUCTION TRADE WORKERS, EXCEPT MATERIAL MOVING",1989
4,2010,87102,3,180,34,2.38,0.04,CARPENTERS,1989
4,2010,87202,3,700,145,1.19,0.16,ELECTRICIANS,1989
4,2010,87402,3,160,31,0.00,0.03,"PAINTERS & PAPERHANGERS, CONSTRUCTION & MAINTENANCE",1989
4,2010,87502,3,140,23,3.35,0.03,"PLUMBERS, PIPEFITTERS & STEAMFITTERS",1989
4,2010,87999,3,160,9999999,99999.00,0.03,"OTHER CONSTRUCTION & EXTRACTIVE, EXCEPT HELPERS",1989
4,2010,89000,3,61680,9999999,99999.00,14.85,PRECISION PRODUCTION OCCUPATIONS,1989
4,2010,89108,3,80,20,0.00,0.01,MACHINISTS,1989
4,2010,89132,3,50,10,0.00,0.01,SHEET METAL WORKERS,1989
4,2010,89199,3,40,9999999,99999.00,0.00,OTHER PRECISION METAL WORKERS,1989
4,2010,89802,3,59360,585,1.40,14.33,SLAUGHTERERS & BUTCHERS,1989
4,2010,89805,3,230,9,14.07,0.05,"BAKERS, MANUFACTURING",1989
4,2010,89808,3,1070,77,4.54,0.25,FOOD BATCHMAKERS,1989
4,2010,89899,3,830,9999999,99999.00,0.20,OTHER PRECISION FOOD & TOBACCO WORKERS,1989
4,2010,89999,3,20,9999999,99999.00,0.00,"OTHER PRECISION WORKERS, NEC",1989
4,2010,92900,3,47080,9999999,99999.00,11.30,"OTHER MACHINE SETTERS, OPERATORS & TENDERS",1989
4,2010,92917,3,4470,233,5.23,1.07,"COOKING MACHINE OPERATORS, FOOD & TOBACCO",1989
4,2010,92921,3,990,106,4.40,0.23,ROASTING/BAKING/DRYING MACHINE OPERATORS,1989
4,2010,92926,3,330,55,1.33,0.07,"BOILER OPERATORS, LOW PRESSURE",1989
4,2010,92928,3,1920,135,0.77,0.46,COOLING & FREEZING EQUIPMENT OPERATORS,1989
4,2010,92932,3,130,4,0.00,0.03,"DAIRY PROCESSING EQUIPMENT OPERATORS, INCLUDING SETTERS",1989
4,2010,92941,3,790,43,13.38,0.19,CUTTING & SLICING MACHINE SETTERS,1989
4,2010,92944,3,6170,239,5.69,1.49,CUTTING & SLICING MACHINE OPERATORS,1989
4,2010,92958,3,2580,117,3.64,0.62,"CLEANING, WASHING & PICKLING EQUIPMENT OPERATORS",1989
4,2010,92962,3,250,24,13.32,0.06,"SEPARATING, FILTERING & STILL MACHINE OPERATORS",1989
4,2010,92965,3,6540,358,4.98,1.57,CRUSHING/GRINDING/MIXING/BLENDING MACHINE OPERATORS,1989
4,2010,92968,3,270,28,15.06,0.06,EXTRUDING/FORMING/PRESSING/COMPACTING MACHINE SETTERS,1989
4,2010,92971,3,1090,69,2.14,0.26,EXTRUDING/FORMING/PRESSING/COMPACTING MACHINE OPERATORS,1989
4,2010,92974,3,18850,454,2.02,4.55,PACKAGING & FILLING MACHINE OPERATORS,1989
4,2010,92997,3,470,9999999,99999.00,0.11,"OTHER MACHINE SETTERS, EXCEPT METAL/PALSTIC",1989
4,2010,92998,3,2230,9999999,99999.00,0.53,"OTHER MACHINE OPERATORS, EXCEPT METAL/PLASTIC",1989
4,2010,93900,3,130090,9999999,99999.00,31.41,"OTHER HAND WORKERS, NEC",1989
4,2010,93935,3,3650,55,9.47,0.88,CANNERY WORKERS,1989
4,2010,93938,3,105280,617,0.86,25.43,"MEAT, POULTRY & FISH CUTTERS & TRIMMERS, HAND",1989
4,2010,93956,3,4590,32,1.57,1.10,ASSEMBLERS/FABRICATORS EXCEPT MACHINE/ELECTRONIC/PRECISION,1989
4,2010,93999,3,16570,9999999,99999.00,4.00,"OTHER HAND WORKERS, NEC",1989
4,2010,95000,3,860,9999999,99999.00,0.19,PLANT & SYSTEM WORKERS,1989
4,2010,95032,3,240,37,6.20,0.05,STATIONARY ENGINEERS,1989
4,2010,95099,3,620,9999999,99999.00,0.14,OTHER PLANT & SYSTEM OPERATORS,1989
4,2010,97100,3,9730,9999999,99999.00,2.34,MOTOR VEHICLE OPERATORS,1989
4,2010,97102,3,6300,433,2.45,1.52,"TRUCK DRIVERS, HEAVY OR TRACTOR TRAILER",1989
4,2010,97105,3,2550,310,6.78,0.61,"TRUCK DRIVERS-LIGHT, INCLUDE DELIVERY/ROUTE WORKERS",1989
4,2010,97117,3,880,89,20.53,0.21,DRIVER/SALES WORKERS,1989
4,2010,97899,3,410,9999999,99999.00,0.09,ALL OTHER TRANSPORTATION & RELATED WORKERS,1989
4,2010,97900,3,4890,9999999,99999.00,1.16,MATERIAL MOVING EQUIPMENT OPERATORS,1989
4,2010,97947,3,4190,300,1.28,1.01,INDUSTRIAL TRUCK & TRACTOR OPERATORS,1989
4,2010,97951,3,340,29,3.73,0.08,CONVEYOR OPERATORS & TENDERS,1989
4,2010,97953,3,40,7,0.00,0.00,PUMP OPERATORS,1989
4,2010,97989,3,320,9999999,99999.00,0.07,OTHER MATERIAL MOVING EQUIPMENT OPERATORS,1989
4,2010,98102,3,840,51,29.70,0.20,"HELPERS, MECHANIC & REPAIRER",1989
4,2010,98502,3,3430,100,8.21,0.82,MACHINE FEEDERS & OFFBEARERS,1989
4,2010,98700,3,6610,251,3.33,1.59,"FREIGHT, STOCK & MATERIAL MOVERS, HAND",1989
4,2010,98902,3,21330,403,2.20,5.15,HAND PACKERS & PACKAGERS,1989
4,2010,98905,3,3500,175,1.97,0.84,VEHICLE WASHERS & EQUIPMENT CLEANERS,1989
4,2010,98999,3,12720,9999999,99999.00,3.07,"OTHER HELPERS, LABORERS & MATERIAL MOVERS, HAND",1989
4,2010,10000,5,140,9999999,99999.00,0.02,MANAGERIAL & ADMINISTRATIVE,1989
4,2010,13017,5,80,19,0.00,0.01,"ENGINEERING, MATHEMATICAL & NATURAL SCIENCES MANAGERS",1989
4,2010,15014,5,60,19,15.09,0.01,INDUSTRIAL PRODUCTIONMANAGERS,1989
4,2010,19999,5,0,9999999,99999.00,0.00,ALL OTHER MANAGERS & ADMINISTRATORS,1989
4,2010,20000,5,210,9999999,99999.00,0.02,PROFESSIONAL/PARAPROFESSIONAL & TECHNICAL OCCUPATIONS,1989
4,2010,22100,5,10,9999999,99999.00,0.00,ENGINEERS,1989
4,2010,22199,5,10,9999999,99999.00,0.00,ALL OTHER ENGINEERS,1989
4,2010,22599,5,0,9999999,99999.00,0.00,OTHER ENGINEERING & RELATED TECHNICIANS & TECHNOLOGISTS,1989
4,2010,24000,5,200,9999999,99999.00,0.02,NATURAL SCIENTISTS & RELATED,1989
4,2010,24105,5,30,9,16.30,0.00,"CHEMISTS, EXCEPT BIOCHEMISTS",1989
4,2010,24300,5,10,4,0.00,0.00,LIFE SCIENTISTS,1989
4,2010,24505,5,40,6,9.78,0.00,"CHEMICAL TECHNICIANS & TECHNOLOGISTS, EXCEPT HEALTH",1989
4,2010,24599,5,120,9999999,99999.00,0.02,OTHER PHYSICAL & LIFE SCIENCE TECHNICIANS & TECHNOLOGISTS,1989
4,2020,00000,,160560,9999999,99999.00,100.00,INDUSTRY TOTAL,1989
4,2020,10000,3,10230,9999999,99999.00,6.31,MANAGERIAL & ADMINISTRATIVE,1989
4,2020,13002,3,860,289,2.53,0.53,FINANCIAL MANAGERS,1989
4,2020,13005,3,420,156,3.61,0.26,"PERSONNEL, TRAINING & LABOR RELATIONS MANAGERS",1989
4,2020,13008,3,320,134,5.73,0.19,PURCHASING MANAGERS,1989
4,2020,13011,3,1210,204,5.67,0.75,MARKETING/ADVERTISING/PUBLIC RELATIONS MANAGERS,1989
4,2020,13014,3,160,58,9.52,0.09,ADMINISTRATIVE MANAGERS,1989
4,2020,13017,3,620,117,4.86,0.38,"ENGINEERING, MATHEMATICAL & NATURAL SCIENCES MANAGERS",1989
4,2020,15014,3,2250,463,3.80,1.39,INDUSTRIAL PRODUCTIONMANAGERS,1989
4,2020,19005,3,3010,664,3.69,1.87,GENERAL MANAGERS & TOP EXECUTIVES,1989
4,2020,19999,3,1380,9999999,99999.00,0.85,ALL OTHER MANAGERS & ADMINISTRATORS,1989
4,2020,20000,3,7730,9999999,99999.00,4.67,PROFESSIONAL/PARAPROFESSIONAL & TECHNICAL OCCUPATIONS,1989
4,2020,21100,3,1270,9999999,99999.00,0.78,"ACCOUNTANTS, AUDITORS & OTHER FINANCIAL SPECIALISTS",1989
4,2020,21114,3,1040,254,3.45,0.64,ACCOUNTANTS & AUDITORS,1989
4,2020,21199,3,230,9999999,99999.00,0.14,OTHER FINANCIAL SPECIALISTS,1989
4,2020,21305,3,170,57,15.49,0.10,"BUYERS, FARM PRODUCTS",1989
4,2020,21308,3,420,83,4.86,0.26,PURCHASING AGENTS,1989
4,2020,21511,3,270,74,3.62,0.16,"PERSONNEL, TRAINING & LABOR RELATIONS SPECIALISTS",1989
4,2020,21902,3,70,32,8.76,0.04,COST ESTIMATORS,1989
4,2020,21999,3,580,9999999,99999.00,0.36,ALL OTHER MANAGEMENT SUPPORT,1989
4,2020,22100,3,850,9999999,99999.00,0.52,ENGINEERS,1989
4,2020,22128,3,220,54,4.04,0.13,"INDUSTRIAL ENGINEERS, EXCEPT SAFTEY",1989
4,2020,22135,3,420,94,5.75,0.26,MECHANICAL ENGINEERS,1989
4,2020,22199,3,210,9999999,99999.00,0.13,ALL OTHER ENGINEERS,1989
4,2020,22500,3,220,9999999,99999.00,0.11,ENGINEERING & RELATED TECHINCIANS & TECHNOLOGISTS,1989
4,2020,22508,3,30,7,0.00,0.01,INDUSTRIAL TECHNICIANS & TECHNOLOGISTS,1989
4,2020,22511,3,30,8,17.57,0.01,MECHANICAL TECHNICIANS & TECHNOLOGISTS,1989
4,2020,22599,3,160,9999999,99999.00,0.09,OTHER ENGINEERING & RELATED TECHNICIANS & TECHNOLOGISTS,1989
4,2020,24000,3,2390,9999999,99999.00,1.45,NATURAL SCIENTISTS & RELATED,1989
4,2020,24105,3,330,46,10.87,0.20,"CHEMISTS, EXCEPT BIOCHEMISTS",1989
4,2020,24199,3,10,9999999,99999.00,0.00,ALL OTHER PHYSICAL SCIENTISTS,1989
4,2020,24300,3,140,21,8.43,0.08,LIFE SCIENTISTS,1989
4,2020,24502,3,1150,151,7.24,0.71,BIOLOGICAL/AGRICULTURAL/FOOD TECHNICIANS & TECHNOLOGISTS,1989
4,2020,24505,3,680,75,10.69,0.42,"CHEMICAL TECHNICIANS & TECHNOLOGISTS, EXCEPT HEALTH",1989
4,2020,24599,3,80,9999999,99999.00,0.04,OTHER PHYSICAL & LIFE SCIENCE TECHNICIANS & TECHNOLOGISTS,1989
4,2020,25100,3,780,9999999,99999.00,0.46,COMPUTER SCIENTISTS & RELATED,1989
4,2020,25102,3,350,44,3.49,0.21,SYSTEMS ANALYSTS,1989
4,2020,25105,3,310,78,5.76,0.19,COMPUTER PROGRAMMERS,1989
4,2020,25108,3,80,35,6.42,0.04,COMPUTER PROGRAMMER AIDES,1989
4,2020,25199,3,40,9999999,99999.00,0.02,OTHER COMPUTER SCIENTISTS & RELATED,1989
4,2020,32000,3,70,14,37.74,0.04,"HEALTH PRACTITIONERS, TECHNICIANS & TECHNOLOGISTS",1989
4,2020,39999,3,640,9999999,99999.00,0.39,"OTHER PROFESSIONAL, PARAPROFESSIONAL/TECHNICIANS",1989
4,2020,40000,3,7010,9999999,99999.00,4.33,SALES & RELATED OCCUPATIONS,1989
4,2020,41002,3,1230,274,5.82,0.76,"FIRST LINE SUPERVISORS, SALES & RELATED",1989
4,2020,49002,3,60,5,34.73,0.03,SALES ENGINEERS,1989
4,2020,49005,3,150,25,6.07,0.09,"SALESPERSONS, SCIENTIFIC PRODUCTS & SERVICES",1989
4,2020,49008,3,2800,326,4.34,1.74,"SALESPERSONS, EXCEPT SCIENTIFIC & RETAIL",1989
4,2020,49011,3,1680,101,9.98,1.04,"SALESPERSONS, RETAIL",1989
4,2020,49023,3,500,85,8.72,0.31,CASHIERS,1989
4,2020,49999,3,590,9999999,99999.00,0.36,ALL OTHER SALES & RELATED,1989
4,2020,50000,3,19700,9999999,99999.00,12.13,CLERICAL & ADMINISTRATIVE SUPPORT,1989
4,2020,51002,3,1320,314,3.50,0.82,"FIRST LINE SUPERVISORS, CLERICAL & ADMINISTRATIVE",1989
4,2020,53123,3,560,89,7.23,0.34,ADJUSTMENT CLERKS,1989
4,2020,55100,3,2250,395,2.86,1.39,SECRETARIES,1989
4,2020,55305,3,350,163,4.79,0.21,RECEPTIONISTS & INFORMATION CLERKS,1989
4,2020,55308,3,250,49,6.25,0.15,TYPISTS,1989
4,2020,55311,3,130,20,3.24,0.08,"TYPISTS, WORD PROCESSORS",1989
4,2020,55314,3,190,79,7.32,0.11,"PERSONNEL CLERKS, EXCEPT PAYROLL & TIMEKEEPING",1989
4,2020,55321,3,70,32,7.70,0.04,FILE CLERKS,1989
4,2020,55323,3,890,153,3.08,0.55,"ORDER CLERKS, MATERIALS, MERCHANDISE & SERVICE",1989
4,2020,55326,3,170,63,10.25,0.10,PROCUREMENT CLERKS,1989
4,2020,55338,3,2390,419,3.14,1.48,"BOOKKEEPING, ACCOUNTING & AUDITING CLERKS",1989
4,2020,55341,3,510,228,2.49,0.31,PAYROLL & TIMEKEEPING CLERKS,1989
4,2020,55344,3,510,140,3.12,0.31,"BILLING, COST & RATE CLERKS",1989
4,2020,55347,3,2760,406,3.90,1.71,GENERAL OFFICE CLERKS,1989
4,2020,56000,3,1420,9999999,99999.00,0.86,"OFFICE MACHINE OPERATORS, DATA PROCESSORS",1989
4,2020,56002,3,250,61,15.07,0.15,"OPERATORS, BILLING/POSTING/CALCULATING MACHINES",1989
4,2020,56011,3,350,124,2.08,0.21,"COMPUTER OPERATORS, EXCEPT PERIPHERIAL EQUIPMENT",1989
4,2020,56017,3,800,155,2.13,0.49,"DATA ENTRY KEYERS, EXCEPT COMPOSING",1989
4,2020,56099,3,20,9999999,99999.00,0.01,OTHER OFFICE MACHINE OPERATORS,1989
4,2020,57102,3,310,168,3.89,0.19,SWITCHBOARD OPERATORS,1989
4,2020,58000,3,5390,9999999,99999.00,3.34,MATERIAL RECORDING/SCHEDULING/DISPATCHING/DISTRIBUTING,1989
4,2020,58008,3,580,150,3.44,0.36,"PRODUCTION, PLANNING & EXPEDITING CLERKS",1989
4,2020,58017,3,370,62,18.53,0.23,"WEIGHERS, MEASURERS, CHECKERS & SAMPLERS, RECORDKEEPING",1989
4,2020,58023,3,1160,173,3.45,0.72,"STOCK CLERKS, STOCKROOM, WAREHOUSE OR STORAGE YARD",1989
4,2020,58028,3,2900,369,3.59,1.80,"TRAFFIC, SHIPPING, & RECEIVING CLERKS",1989
4,2020,58099,3,380,9999999,99999.00,0.23,"OTHER MATERIAL RECORDING, SCHEDULING & DISTRIBUTING",1989
4,2020,59999,3,230,9999999,99999.00,0.14,ALL OTHER CLERICAL & ADMINISTRATIVE SUPPORT,1989
4,2020,60000,3,3670,9999999,99999.00,2.26,SERVICE OCCUPATIONS,1989
4,2020,61000,3,490,70,13.62,0.30,"FIRST LINE SUPERVISORS & MANAGER/SUPERVISORS, SERVICE",1989
4,2020,63047,3,310,56,5.02,0.19,GUARDS & WATCH GUARDS,1989
4,2020,65000,3,1190,44,19.89,0.74,"FOOD, BEVERAGE PREPARATION & SERVICE WORKERS",1989
4,2020,67000,3,1420,9999999,99999.00,0.87,CLEANING & BUILDING SERVICE,1989
4,2020,67005,3,1340,270,5.88,0.83,JANITORS & CLEANERS,1989
4,2020,67099,3,80,9999999,99999.00,0.04,OTHER CLEANING & BUILDING SERVICE WORKERS,1989
4,2020,69999,3,260,9999999,99999.00,0.16,ALL OTHER SERVICE WORKERS,1989
4,2020,70000,3,620,9999999,99999.00,0.36,"AGRICULTURAL, FORESTRY, FISHING & RELATED",1989
4,2020,72002,3,70,12,0.00,0.04,"FIRST LINE SUPERVISORS, AGRICULTURAL/FORESTRY/FISHING",1989
4,2020,79011,3,330,25,43.52,0.20,"GRADERS & SORTERS, AGRICULTURAL PRODUCTS",1989
4,2020,79021,3,30,3,0.00,0.01,FARM EQUIPMENT OPERATORS,1989
